bjd,rv,rv_err,instrument,bis,bis_err,fwhm,fwhm_err,halpha,halpha_err,logrhk,logrhk_err
2.45873876410755e6,133.20000000000002,3.8,FEROS,-31.0,6.0,11.878,0.03418276563488229,0.38923374904765634,0.7052988720754186,-3.41479076127788,0.0003712441583579123
2.4587397413223e6,12.1497,1.789289,HARPS_POST,47.13209626110421,4.979132629075341,8.308861372496988,0.007960607114602232,0.3851883591204949,0.011694540495544855,-3.488534175228177,0.0024998704196073735
2.45873980150458e6,-41.8,4.6,FEROS,-5.0,7.0,11.7884,0.033044239646408256,0.3974474900539132,0.708122455044919,-3.4108275312006473,0.0003712441583579123
2.4587407212751e6,2.63132,1.816481,HARPS_POST,29.859049042877256,6.35591722152495,8.278577273192234,0.00754491961700078,0.37580864337206304,0.011515377847473501,-3.497770648623911,0.0024998704196073735
2.45874084528628e6,27.900000000000002,5.1000000000000005,FEROS,-4.0,8.0,11.2822,0.02310200762095892,0.39042542005102937,0.6960013100571316,-3.3812122513003473,0.0003712441583579123
2.4587417140293e6,-7.57892,1.480603,HARPS_POST,64.73172799762695,5.424888164211025,8.236038869975014,0.009700207095173559,0.37506704710815714,0.007545567755734513,-3.5025074166086347,0.0024998704196073735
2.4587427129961e6,82.6425,1.469198,HARPS_POST,17.161634228361923,2.8668043363036695,8.205573805822178,0.007453988969421877,0.36929517516863697,0.009806376344454647,-3.5149997037450933,0.0024998704196073735
2.45874280041679e6,81.5,4.3,FEROS,-22.0,7.0,11.2138,0.02278052902549784,0.3859491765626622,0.6965596497624995,-3.414390154493725,0.0003712441583579123
2.45874476880302e6,115.3,4.5,FEROS,-19.0,7.0,11.8107,0.033917744675480636,0.3891415605740569,0.7005173550443218,-3.415835546287089,0.0003712441583579123
2.4587448652972e6,18.9351,1.640183,HARPS_POST,10.796202678640231,3.70524729341303,8.247616770806248,0.007101150442363047,0.38292440037948144,0.010989237200260724,-3.490924128529494,0.0024998704196073735
2.4587456861131e6,-1.98649,2.376628,HARPS_POST,47.84969939106412,5.634477400326362,8.277626785048563,0.009255021261375675,0.38148824242528906,0.016694880639650463,-3.51852606941143,0.0024998704196073735
2.45874577172797e6,126.0,5.7,FEROS,-1.0,9.0,11.2677,0.023822582796200573,0.3855172684451182,0.6909961633439948,-3.407207068636762,0.0003712441583579123
2.4587467290597e6,41.0028,1.803061,HARPS_POST,-11.341109161285557,2.2164564490160346,8.219902411616323,0.007432936769512541,0.3760972362173249,0.011538471248283975,-3.5098115168423774,0.0024998704196073735
2.4587476466141e6,28.5201,2.808762,HARPS_POST,9.925070765142818,2.621024886011902,8.325765088202512,0.007560058469772532,0.3845964707765836,0.0199130351093742,-3.5084081358668997,0.0024998704196073735
2.458748666087e6,0.233129,1.657317,HARPS_POST,43.57992005266595,5.361421899429197,8.260116564048083,0.008036006565284658,0.38895549327349527,0.009964375414584779,-3.481489148886302,0.0024998704196073735
2.4587506879469e6,0.906994,1.424841,HARPS_POST,57.18915853632078,5.443210715868319,8.218843624199499,0.009555997367194586,0.36784905307824517,0.010015011600430704,-3.5116111121260993,0.0024998704196073735
2.4587528861813e6,25.527,1.52937,HARPS_POST,38.53840661316985,3.2461802307595042,8.245665578789167,0.008448891691684031,0.3819744779992743,0.009229409185266999,-3.508653433116639,0.0024998704196073735
2.4587536870331e6,18.5699,1.839849,HARPS_POST,24.847171991444206,4.612273884458164,8.277138535395,0.007387125807042032,0.3773244770266685,0.011828706780708695,-3.499169534152089,0.0024998704196073735
